ID,ORDERID,PRODUCTID,QTY,UNITPRICE,PRICE
100086,100000032,4,1,5625,5625
100087,100000032,5,1,1250,1250
100088,100000033,3,3,7500,22500
100089,100000033,2,3,9375,28125
100090,100000033,1,2,1875,3750
100091,100000033,1,1,1875,1875
100092,100000034,4,1,5625,5625
100093,100000035,3,2,7500,15000
100094,100000035,2,1,9375,9375
100095,100000035,4,1,5625,5625
100096,100000035,5,1,1250,1250
100097,100000035,1,1,1875,1875
100098,100000036,2,3,9375,28125
100099,100000036,4,1,5625,5625
100100,100000037,2,1,9375,9375
100101,100000037,4,2,5625,11250
100102,100000038,3,2,7500,15000
100103,100000038,2,2,9375,18750
100104,100000038,4,2,5625,11250
100105,100000038,1,2,1875,3750
100106,100000039,2,3,9375,28125
100107,100000039,4,2,5625,11250
100108,100000039,1,2,1875,3750
100109,100000039,1,1,1875,1875
100110,100000040,2,1,9375,9375
100111,100000040,4,1,5625,5625
100112,100000041,3,1,7500,7500
100113,100000041,2,1,9375,9375
100114,100000041,4,2,5625,11250
100115,100000042,3,3,7500,22500
100116,100000042,2,1,9375,9375
100117,100000042,4,1,5625,5625
100118,100000043,3,2,7500,15000
100119,100000043,2,1,9375,9375
100120,100000044,3,1,7500,7500
100121,100000044,2,2,9375,18750
100122,100000044,4,3,5625,16875
100123,100000044,5,1,1250,1250
100124,100000044,1,2,1875,3750
100125,100000045,3,1,7500,7500
100126,100000045,2,2,9375,18750
100127,100000045,4,2,5625,11250
100128,100000045,5,2,1250,2500
100129,100000045,1,2,1875,3750
100130,100000046,3,2,7500,15000
100131,100000046,2,1,9375,9375
100132,100000046,4,1,5625,5625
100133,100000046,1,1,1875,1875
100134,100000047,3,1,7500,7500
100135,100000047,2,2,9375,18750
100136,100000047,4,3,5625,16875
100137,100000047,5,1,1250,1250
100138,100000047,1,1,1875,1875
100139,100000048,3,3,7500,22500
100140,100000048,2,1,9375,9375
100141,100000048,4,1,5625,5625
100142,100000048,5,1,1250,1250
100143,100000048,1,1,1875,1875
100144,100000049,3,2,7500,15000
100145,100000049,2,1,9375,9375
100146,100000049,4,1,5625,5625
100147,100000050,3,1,7500,7500
100148,100000050,2,1,9375,9375
100149,100000050,4,3,5625,16875
100150,100000050,5,2,1250,2500
100151,100000050,1,1,1875,1875
100152,100000051,3,1,7500,7500
100153,100000051,2,1,9375,9375
100154,100000051,4,2,5625,11250
100155,100000051,1,1,1875,1875
100156,100000052,3,3,7500,22500
100157,100000052,2,2,9375,18750
100158,100000052,4,1,5625,5625
100159,100000052,5,1,1250,1250
100160,100000052,1,1,1875,1875
100161,100000053,3,1,7500,7500
100162,100000053,4,3,5625,16875
100163,100000053,5,1,1250,1250
100164,100000054,2,1,9375,9375
100165,100000055,4,1,5625,5625
100166,100000056,3,1,7500,7500
100167,100000056,2,2,9375,18750
100168,100000056,4,2,5625,11250
100169,100000056,5,1,1250,1250
100170,100000056,1,1,1875,1875
100171,100000057,3,2,7500,15000
100172,100000057,2,2,9375,18750
100173,100000058,3,2,7500,15000
100174,100000058,2,1,9375,9375
100175,100000058,4,1,5625,5625
100176,100000059,3,1,7500,7500
100177,100000060,3,2,7500,15000
100178,100000060,2,3,9375,28125
100179,100000060,4,1,5625,5625
100180,100000061,2,1,9375,9375
100181,100000062,2,1,9375,9375
100182,100000062,4,1,5625,5625
100183,100000063,4,1,5625,5625
100184,100000064,3,2,7500,15000
100185,100000064,2,2,9375,18750
100186,100000064,1,1,1875,1875
100187,100000065,4,1,5625,5625
100188,100000066,3,2,7500,15000
100189,100000066,2,1,9375,9375
100190,100000066,4,1,5625,5625
100191,100000066,1,1,1875,1875
100192,100000066,1,1,1875,1875
100193,100000067,3,2,7500,15000
100194,100000067,2,1,9375,9375
100195,100000067,1,1,1875,1875
100196,100000068,3,1,7500,7500
100197,100000068,2,2,9375,18750
100198,100000068,4,1,5625,5625
100199,100000068,5,1,1250,1250
100200,100000069,3,2,7500,15000
100201,100000069,2,1,9375,9375
100202,100000070,3,2,7500,15000
100203,100000070,2,2,9375,18750
100204,100000070,4,2,5625,11250
100205,100000071,3,3,7500,22500
100206,100000071,2,1,9375,9375
100207,100000071,4,2,5625,11250
100208,100000071,1,1,1875,1875
100209,100000072,3,2,7500,15000
100210,100000072,2,1,9375,9375
100211,100000072,4,1,5625,5625
100212,100000073,3,2,7500,15000
100213,100000073,4,2,5625,11250
100214,100000073,1,1,1875,1875
100215,100000073,1,1,1875,1875
100216,100000074,3,1,7500,7500
100217,100000074,2,1,9375,9375
100218,100000075,3,1,7500,7500
100219,100000075,2,2,9375,18750
100220,100000075,4,2,5625,11250
100221,100000076,3,1,7500,7500
100222,100000076,2,1,9375,9375
100223,100000076,4,2,5625,11250
100224,100000077,3,3,7500,22500
100225,100000077,2,1,9375,9375
100226,100000077,4,2,5625,11250
100227,100000077,5,1,1250,1250
100228,100000077,1,1,1875,1875
100229,100000077,1,1,1875,1875
100230,100000078,3,1,7500,7500
100231,100000079,3,2,7500,15000
100232,100000079,2,2,9375,18750
100233,100000079,4,2,5625,11250
100234,100000079,5,1,1250,1250
100235,100000079,1,2,1875,3750
100236,100000079,1,1,1875,1875
100237,100000080,2,2,9375,18750
100238,100000080,4,1,5625,5625
100239,100000081,3,1,7500,7500
100240,100000081,2,1,9375,9375
100241,100000081,4,2,5625,11250
100242,100000082,3,1,7500,7500
100243,100000082,2,1,9375,9375
100244,100000083,3,2,7500,15000
100245,100000083,2,1,9375,9375
100246,100000084,3,2,7500,15000
100247,100000084,2,1,9375,9375
100248,100000084,1,1,1875,1875
100249,100000084,1,1,1875,1875
100250,100000085,3,1,7500,7500
100251,100000085,2,1,9375,9375
100252,100000085,4,1,5625,5625
100253,100000085,1,1,1875,1875
100254,100000086,3,2,7500,15000
100255,100000086,2,2,9375,18750
100256,100000086,1,2,1875,3750
100257,100000087,4,1,5625,5625
100258,100000088,3,1,7500,7500
100259,100000088,4,1,5625,5625
100260,100000089,3,1,7500,7500
100261,100000090,2,2,9375,18750
100262,100000090,4,1,5625,5625
100263,100000090,1,1,1875,1875
100264,100000091,3,2,7500,15000
100265,100000091,2,3,9375,28125
100266,100000091,4,1,5625,5625
100267,100000091,1,1,1875,1875
100268,100000091,1,2,1875,3750
100269,100000092,2,1,9375,9375
100270,100000093,2,1,9375,9375
100271,100000093,4,1,5625,5625
100272,100000093,1,1,1875,1875
100273,100000094,4,1,5625,5625
100274,100000095,3,1,7500,7500
100275,100000095,2,1,9375,9375
100276,100000096,3,2,7500,15000
100277,100000096,4,2,5625,11250
100278,100000097,3,1,7500,7500
100279,100000097,4,1,5625,5625
100280,100000098,3,1,7500,7500
100281,100000098,2,2,9375,18750
100282,100000098,1,1,1875,1875
100283,100000099,3,1,7500,7500
100284,100000100,3,1,7500,7500
100285,100000100,2,1,9375,9375
100286,100000101,3,4,7500,30000
100287,100000101,2,1,9375,9375
100288,100000101,1,1,1875,1875
100289,100000101,1,3,1875,5625
100290,100000102,3,3,7500,22500
100291,100000102,2,2,9375,18750
100292,100000102,4,1,5625,5625
100293,100000103,4,2,5625,11250
100294,100000104,2,1,9375,9375
100295,100000105,2,1,9375,9375
100296,100000105,4,2,5625,11250
100297,100000105,1,1,1875,1875
100298,100000106,3,1,7500,7500
100299,100000106,2,2,9375,18750
100300,100000106,4,2,5625,11250
100301,100000106,1,2,1875,3750
100302,100000107,3,1,7500,7500
100303,100000107,4,1,5625,5625
100304,100000108,3,2,7500,15000
100305,100000108,2,1,9375,9375
100306,100000108,5,1,1250,1250
100307,100000109,3,1,7500,7500
100308,100000110,3,1,7500,7500
100309,100000110,2,1,9375,9375
100310,100000110,4,2,5625,11250
100311,100000111,3,2,7500,15000
100312,100000111,2,2,9375,18750
100313,100000111,4,3,5625,16875
100314,100000111,5,1,1250,1250
100315,100000111,1,2,1875,3750
100316,100000112,3,1,7500,7500
100317,100000112,2,2,9375,18750
100318,100000113,3,1,7500,7500
100319,100000113,2,2,9375,18750
100320,100000113,4,1,5625,5625
100321,100000113,1,1,1875,1875
100322,100000113,1,1,1875,1875
100323,100000114,3,1,7500,7500
100324,100000114,2,1,9375,9375
100325,100000115,3,3,7500,22500
100326,100000115,2,2,9375,18750
100327,100000115,5,1,1250,1250
100328,100000116,4,2,5625,11250
100329,100000117,3,2,7500,15000
100330,100000117,2,2,9375,18750
100331,100000117,1,1,1875,1875
100332,100000118,4,3,5625,16875
100333,100000119,3,1,7500,7500
100334,100000119,4,3,5625,16875
100335,100000120,3,2,7500,15000
100336,100000120,4,1,5625,5625
100337,100000120,5,3,1250,3750
100338,100000121,3,1,7500,7500
100339,100000122,3,1,7500,7500
100340,100000123,3,3,7500,22500
100341,100000123,2,1,9375,9375
100342,100000123,1,1,1875,1875
100343,100000123,1,1,1875,1875
100344,100000124,3,1,7500,7500
100345,100000125,3,1,7500,7500
100346,100000125,2,1,9375,9375
100347,100000125,4,2,5625,11250
100348,100000125,1,1,1875,1875
100349,100000126,4,1,5625,5625
100350,100000127,3,2,7500,15000
100351,100000127,2,1,9375,9375
100352,100000128,2,1,9375,9375
100353,100000128,4,1,5625,5625
100354,100000129,3,1,7500,7500
100355,100000130,3,1,7500,7500
100356,100000130,2,3,9375,28125
100357,100000130,4,1,5625,5625
100358,100000131,3,3,7500,22500
100359,100000131,2,2,9375,18750
100360,100000131,4,3,5625,16875
100361,100000132,2,1,9375,9375
100362,100000132,4,2,5625,11250
100363,100000133,2,1,9375,9375
100364,100000134,2,1,9375,9375
100365,100000135,3,1,7500,7500
100366,100000136,3,1,7500,7500
100367,100000137,3,1,7500,7500
100368,100000137,2,1,9375,9375
100369,100000137,4,2,5625,11250
100370,100000137,5,1,1250,1250
100371,100000138,2,1,9375,9375
100372,100000139,2,1,9375,9375
100373,100000140,3,2,7500,15000
100374,100000140,4,2,5625,11250
100375,100000140,1,1,1875,1875
100376,100000141,3,1,7500,7500
100377,100000141,2,2,9375,18750
100378,100000142,3,2,7500,15000
100379,100000142,2,2,9375,18750
100380,100000142,4,1,5625,5625
100381,100000142,5,1,1250,1250
100382,100000143,3,1,7500,7500
100383,100000143,2,1,9375,9375
100384,100000143,4,1,5625,5625
100385,100000144,4,1,5625,5625
100386,100000145,3,3,7500,22500
100387,100000146,3,1,7500,7500
100388,100000147,3,1,7500,7500
100389,100000147,2,1,9375,9375
100390,100000147,4,1,5625,5625
100391,100000147,1,1,1875,1875
100392,100000148,3,1,7500,7500
100393,100000148,4,1,5625,5625
100394,100000149,2,1,9375,9375
100395,100000149,4,3,5625,16875
100396,100000150,3,1,7500,7500
100397,100000150,2,2,9375,18750
100398,100000151,3,1,7500,7500
100399,100000151,2,2,9375,18750
100400,100000151,4,2,5625,11250
100401,100000151,5,1,1250,1250
100402,100000151,1,2,1875,3750
100403,100000152,4,1,5625,5625
100404,100000153,2,2,9375,18750
100405,100000153,4,1,5625,5625
100406,100000153,5,1,1250,1250
100407,100000154,3,3,7500,22500
100408,100000154,2,2,9375,18750
100409,100000154,4,1,5625,5625
100410,100000155,3,3,7500,22500
100411,100000155,4,2,5625,11250
100412,100000156,3,1,7500,7500
100413,100000157,3,1,7500,7500
100414,100000157,4,1,5625,5625
100415,100000157,1,1,1875,1875
100416,100000158,3,3,7500,22500
100417,100000158,2,2,9375,18750
100418,100000158,4,1,5625,5625
100419,100000158,5,1,1250,1250
100420,100000158,1,1,1875,1875
100421,100000159,4,1,5625,5625
100422,100000160,4,1,5625,5625
100423,100000161,3,3,7500,22500
100424,100000161,2,3,9375,28125
100425,100000161,1,1,1875,1875
100426,100000162,4,1,5625,5625
100427,100000163,2,3,9375,28125
100428,100000163,4,2,5625,11250
100429,100000164,3,2,7500,15000
100430,100000164,1,1,1875,1875
100431,100000165,3,1,7500,7500
100432,100000165,4,2,5625,11250
100433,100000165,1,1,1875,1875
100434,100000166,3,2,7500,15000
100435,100000167,3,1,7500,7500
100436,100000167,2,3,9375,28125
100437,100000167,4,2,5625,11250
100438,100000167,1,1,1875,1875
100439,100000168,2,1,9375,9375
100440,100000168,4,1,5625,5625
100441,100000169,4,2,5625,11250
100442,100000170,3,1,7500,7500
100443,100000170,2,1,9375,9375
100444,100000170,4,2,5625,11250
100445,100000171,3,2,7500,15000
100446,100000171,2,1,9375,9375
100447,100000171,4,3,5625,16875
100448,100000171,1,2,1875,3750
100449,100000172,3,2,7500,15000
100450,100000172,2,2,9375,18750
100451,100000172,4,2,5625,11250
100452,100000172,5,1,1250,1250
100453,100000172,1,1,1875,1875
100454,100000173,3,2,7500,15000
100455,100000173,2,1,9375,9375
100456,100000173,4,3,5625,16875
100457,100000173,1,1,1875,1875
100458,100000174,2,2,9375,18750
100459,100000174,4,2,5625,11250
100460,100000174,5,1,1250,1250
100461,100000174,1,1,1875,1875
100462,100000175,3,2,7500,15000
100463,100000175,2,2,9375,18750
100464,100000175,4,3,5625,16875
100465,100000175,1,2,1875,3750
100466,100000175,1,1,1875,1875
100467,100000176,3,1,7500,7500
100468,100000176,2,2,9375,18750
100469,100000176,4,1,5625,5625
100470,100000176,1,1,1875,1875
100471,100000177,3,1,7500,7500
100472,100000177,4,1,5625,5625
100473,100000178,2,1,9375,9375
100474,100000178,4,1,5625,5625
100475,100000179,3,2,7500,15000
100476,100000179,2,1,9375,9375
100477,100000179,4,1,5625,5625
100478,100000180,3,1,7500,7500
100479,100000180,2,2,9375,18750
100480,100000180,4,2,5625,11250
100481,100000180,1,1,1875,1875
100482,100000181,3,1,7500,7500
100483,100000181,2,3,9375,28125
100484,100000181,4,3,5625,16875
100485,100000181,1,1,1875,1875
100486,100000182,3,1,7500,7500
100487,100000183,3,1,7500,7500
100488,100000183,2,1,9375,9375
100489,100000184,3,3,7500,22500
100490,100000184,4,2,5625,11250
100491,100000184,5,1,1250,1250
100492,100000184,1,1,1875,1875
100493,100000185,4,1,5625,5625
100494,100000186,2,1,9375,9375
100495,100000186,4,1,5625,5625
100496,100000186,5,1,1250,1250
100497,100000187,2,1,9375,9375
100498,100000187,4,1,5625,5625
100499,100000188,2,1,9375,9375
100500,100000188,4,1,5625,5625
100501,100000188,1,1,1875,1875
100502,100000189,3,2,7500,15000
100503,100000189,2,2,9375,18750
100504,100000189,4,2,5625,11250
100505,100000189,5,3,1250,3750
100506,100000189,1,1,1875,1875
100507,100000190,3,1,7500,7500
100508,100000191,3,3,7500,22500
100509,100000191,2,1,9375,9375
100510,100000191,5,1,1250,1250
100511,100000191,1,1,1875,1875
100512,100000191,1,1,1875,1875
100513,100000192,3,3,7500,22500
100514,100000192,2,1,9375,9375
100515,100000192,4,2,5625,11250
100516,100000192,1,1,1875,1875
100517,100000193,3,2,7500,15000
100518,100000193,1,1,1875,1875
100519,100000194,4,3,5625,16875
100520,100000194,1,1,1875,1875
100521,100000195,4,1,5625,5625
100522,100000196,3,1,7500,7500
100523,100000196,2,2,9375,18750
100524,100000196,4,2,5625,11250
100525,100000196,1,2,1875,3750
100526,100000196,1,1,1875,1875
100527,100000197,2,1,9375,9375
100528,100000198,2,1,9375,9375
100529,100000199,3,3,7500,22500
100530,100000199,2,1,9375,9375
100531,100000199,4,1,5625,5625
100532,100000199,5,1,1250,1250
100533,100000200,3,2,7500,15000
100534,100000200,2,1,9375,9375
100535,100000200,4,1,5625,5625
100536,100000200,1,1,1875,1875
100537,100000201,3,3,7500,22500
100538,100000201,4,1,5625,5625
100539,100000202,2,1,9375,9375
100540,100000202,4,2,5625,11250
100541,100000203,3,1,7500,7500
100542,100000203,2,1,9375,9375
100543,100000204,3,1,7500,7500
100544,100000204,4,2,5625,11250
100545,100000205,3,3,7500,22500
100546,100000205,4,1,5625,5625
100547,100000206,3,2,7500,15000
100548,100000206,2,2,9375,18750
100549,100000206,4,2,5625,11250
100550,100000207,3,1,7500,7500
100551,100000207,4,1,5625,5625
100552,100000208,3,1,7500,7500
100553,100000208,4,2,5625,11250
100554,100000208,1,1,1875,1875
100555,100000209,2,2,9375,18750
100556,100000209,4,2,5625,11250
100557,100000209,5,1,1250,1250
100558,100000209,1,1,1875,1875
100559,100000210,2,1,9375,9375
100560,100000211,2,2,9375,18750
100561,100000211,4,2,5625,11250
100562,100000212,3,1,7500,7500
100563,100000212,2,1,9375,9375
100564,100000212,4,2,5625,11250
100565,100000212,1,1,1875,1875
100566,100000213,3,2,7500,15000
100567,100000213,2,1,9375,9375
100568,100000213,4,3,5625,16875
100569,100000213,1,1,1875,1875
100570,100000214,3,2,7500,15000
100571,100000214,2,1,9375,9375
100572,100000214,4,3,5625,16875
100573,100000214,5,1,1250,1250
100574,100000214,1,2,1875,3750
100575,100000214,1,1,1875,1875
100576,100000215,3,2,7500,15000
100577,100000215,2,3,9375,28125
100578,100000215,4,1,5625,5625
100579,100000215,5,1,1250,1250
100580,100000216,4,1,5625,5625
100581,100000217,3,2,7500,15000
100582,100000217,2,2,9375,18750
100583,100000217,4,1,5625,5625
100584,100000217,1,1,1875,1875
100585,100000217,1,1,1875,1875
100586,100000218,2,2,9375,18750
100587,100000218,4,2,5625,11250
100588,100000219,3,2,7500,15000
100589,100000219,4,2,5625,11250
100590,100000219,1,1,1875,1875
100591,100000220,3,2,7500,15000
100592,100000220,2,1,9375,9375
100593,100000221,3,1,7500,7500
100594,100000221,2,2,9375,18750
100595,100000221,4,1,5625,5625
100596,100000221,1,2,1875,3750
100597,100000222,2,1,9375,9375
100598,100000223,2,1,9375,9375
100599,100000224,4,1,5625,5625
100600,100000225,4,1,5625,5625
100601,100000226,3,1,7500,7500
100602,100000226,4,3,5625,16875
100603,100000227,3,3,7500,22500
100604,100000227,1,1,1875,1875
100605,100000228,4,2,5625,11250
100606,100000229,3,1,7500,7500
100607,100000230,2,3,9375,28125
100608,100000231,3,1,7500,7500
100609,100000231,4,3,5625,16875
100610,100000231,5,1,1250,1250
100611,100000232,3,2,7500,15000
100612,100000232,2,2,9375,18750
100613,100000232,4,1,5625,5625
100614,100000232,1,1,1875,1875
100615,100000232,1,1,1875,1875
100616,100000233,3,1,7500,7500
100617,100000233,2,3,9375,28125
100618,100000233,4,2,5625,11250
100619,100000233,5,2,1250,2500
100620,100000234,3,1,7500,7500
100621,100000234,2,1,9375,9375
100622,100000235,2,1,9375,9375
100623,100000235,4,1,5625,5625
100624,100000235,1,1,1875,1875
100625,100000236,3,1,7500,7500
100626,100000237,3,1,7500,7500
100627,100000237,2,1,9375,9375
100628,100000237,1,1,1875,1875
100629,100000238,3,1,7500,7500
100630,100000238,4,1,5625,5625
100631,100000239,2,3,9375,28125
100632,100000239,4,1,5625,5625
100633,100000239,5,1,1250,1250
100634,100000239,1,1,1875,1875
100635,100000240,4,3,5625,16875
100636,100000241,4,2,5625,11250
100637,100000241,5,1,1250,1250
100638,100000242,3,2,7500,15000
100639,100000242,4,1,5625,5625
100640,100000242,1,1,1875,1875
100641,100000243,3,1,7500,7500
100642,100000243,2,1,9375,9375
100643,100000244,2,2,9375,18750
100644,100000245,3,1,7500,7500
100645,100000245,2,1,9375,9375
100646,100000245,4,1,5625,5625
100647,100000246,3,1,7500,7500
100648,100000246,2,1,9375,9375
100649,100000246,4,1,5625,5625
100650,100000246,5,1,1250,1250
100651,100000246,1,1,1875,1875
100652,100000247,3,2,7500,15000
100653,100000247,2,3,9375,28125
100654,100000247,4,2,5625,11250
100655,100000247,1,1,1875,1875
100656,100000248,3,1,7500,7500
100657,100000248,4,1,5625,5625
100658,100000248,5,1,1250,1250
100659,100000249,4,1,5625,5625
100660,100000250,4,1,5625,5625
100661,100000251,3,2,7500,15000
100662,100000252,2,2,9375,18750
100663,100000253,2,1,9375,9375
100664,100000254,3,3,7500,22500
100665,100000254,2,3,9375,28125
100666,100000254,4,1,5625,5625
100667,100000254,5,1,1250,1250
100668,100000254,1,1,1875,1875
100669,100000255,4,1,5625,5625
100670,100000256,2,1,9375,9375
100671,100000256,4,3,5625,16875
100672,100000256,1,1,1875,1875
100673,100000257,4,2,5625,11250
100674,100000258,2,2,9375,18750
100675,100000258,4,2,5625,11250
100676,100000258,5,2,1250,2500
100677,100000258,1,2,1875,3750
100678,100000259,2,1,9375,9375
100679,100000260,3,2,7500,15000
100680,100000260,5,1,1250,1250
100681,100000261,3,2,7500,15000
100682,100000261,4,2,5625,11250
100683,100000262,3,1,7500,7500
100684,100000262,4,1,5625,5625
100685,100000263,3,1,7500,7500
100686,100000263,2,2,9375,18750
100687,100000263,4,2,5625,11250
100688,100000263,5,3,1250,3750
100689,100000263,1,1,1875,1875
100690,100000264,4,1,5625,5625
100691,100000265,3,2,7500,15000
100692,100000265,2,1,9375,9375
100693,100000265,4,2,5625,11250
100694,100000265,5,1,1250,1250
100695,100000266,3,3,7500,22500
100696,100000266,2,3,9375,28125
100697,100000266,4,2,5625,11250
100698,100000266,1,1,1875,1875
100699,100000266,1,1,1875,1875
100700,100000267,3,1,7500,7500
100701,100000267,2,1,9375,9375
100702,100000268,3,1,7500,7500
100703,100000268,2,1,9375,9375
100704,100000268,4,3,5625,16875
100705,100000268,5,1,1250,1250
100706,100000268,1,1,1875,1875
100707,100000269,2,1,9375,9375
100708,100000270,3,1,7500,7500
100709,100000270,2,1,9375,9375
100710,100000270,4,2,5625,11250
100711,100000271,3,1,7500,7500
100712,100000271,2,2,9375,18750
100713,100000271,1,1,1875,1875
100714,100000272,4,1,5625,5625
100715,100000273,3,3,7500,22500
100716,100000273,2,1,9375,9375
100717,100000273,4,2,5625,11250
100718,100000273,5,1,1250,1250
100719,100000273,1,1,1875,1875
100720,100000274,3,1,7500,7500
100721,100000274,2,3,9375,28125
100722,100000274,4,2,5625,11250
100723,100000274,1,2,1875,3750
100724,100000275,3,1,7500,7500
100725,100000275,2,1,9375,9375
100726,100000276,3,2,7500,15000
100727,100000276,4,2,5625,11250
100728,100000276,5,1,1250,1250
100729,100000276,1,1,1875,1875
100730,100000277,2,1,9375,9375
100731,100000277,4,3,5625,16875
100732,100000278,4,1,5625,5625
100733,100000279,3,2,7500,15000
100734,100000279,4,3,5625,16875
100735,100000279,1,1,1875,1875
100736,100000280,4,1,5625,5625
100737,100000281,2,1,9375,9375
100738,100000282,3,3,7500,22500
100739,100000282,4,3,5625,16875
100740,100000283,2,1,9375,9375
100741,100000284,3,2,7500,15000
100742,100000284,4,1,5625,5625
100743,100000285,3,2,7500,15000
100744,100000285,2,1,9375,9375
100745,100000285,4,1,5625,5625
100746,100000286,3,3,7500,22500
100747,100000286,2,2,9375,18750
100748,100000286,4,3,5625,16875
100749,100000286,1,1,1875,1875
100750,100000287,3,1,7500,7500
100751,100000287,2,2,9375,18750
100752,100000287,4,2,5625,11250
100753,100000288,3,3,7500,22500
100754,100000288,4,2,5625,11250
100755,100000288,1,1,1875,1875
100756,100000289,2,2,9375,18750
100757,100000289,4,1,5625,5625
100758,100000290,2,2,9375,18750
100759,100000291,3,1,7500,7500
100760,100000291,2,2,9375,18750
100761,100000291,1,1,1875,1875
100762,100000292,3,1,7500,7500
100763,100000292,4,1,5625,5625
100764,100000292,1,1,1875,1875
100765,100000293,3,2,7500,15000
100766,100000293,4,2,5625,11250
100767,100000293,5,1,1250,1250
100768,100000294,3,1,7500,7500
100769,100000295,3,2,7500,15000
100770,100000295,2,2,9375,18750
100771,100000295,1,1,1875,1875
100772,100000295,1,1,1875,1875
100773,100000296,4,1,5625,5625
100774,100000297,3,1,7500,7500
100775,100000297,2,2,9375,18750
100776,100000297,4,2,5625,11250
100777,100000297,1,1,1875,1875
100778,100000298,4,1,5625,5625
100779,100000299,4,1,5625,5625
100780,100000300,2,2,9375,18750
100781,100000300,4,1,5625,5625
100782,100000301,3,3,7500,22500
100783,100000301,4,1,5625,5625
100784,100000301,5,1,1250,1250
100785,100000301,1,1,1875,1875
100786,100000302,2,2,9375,18750
100787,100000303,3,2,7500,15000
100788,100000303,2,1,9375,9375
100789,100000303,4,2,5625,11250
100790,100000303,1,1,1875,1875
100791,100000303,1,2,1875,3750
100792,100000304,3,1,7500,7500
100793,100000305,4,1,5625,5625
100794,100000306,2,2,9375,18750
100795,100000306,1,1,1875,1875
100796,100000307,3,2,7500,15000
100797,100000307,2,1,9375,9375
100798,100000307,4,1,5625,5625
100799,100000307,5,1,1250,1250
100800,100000308,3,3,7500,22500
100801,100000308,2,1,9375,9375
100802,100000308,4,2,5625,11250
100803,100000309,4,1,5625,5625
100804,100000310,3,2,7500,15000
100805,100000310,2,1,9375,9375
100806,100000310,4,2,5625,11250
100807,100000310,5,1,1250,1250
100808,100000310,1,1,1875,1875
100809,100000310,1,1,1875,1875
100810,100000311,2,1,9375,9375
100811,100000311,4,2,5625,11250
100812,100000312,4,1,5625,5625
100813,100000313,3,3,7500,22500
100814,100000313,2,1,9375,9375
100815,100000313,4,2,5625,11250
100816,100000314,3,1,7500,7500
100817,100000314,2,2,9375,18750
100818,100000314,5,1,1250,1250
