ID,ORDERID,PRODUCTID,QTY,UNITPRICE,PRICE
10374,139,1,1,1875,1875
10375,140,2,1,9375,9375
10376,141,2,2,9375,18750
10377,141,4,3,5625,16875
10378,141,5,1,1250,1250
10379,142,2,1,9375,9375
10380,142,4,2,5625,11250
10381,142,5,1,1250,1250
10382,142,1,1,1875,1875
10383,143,4,1,5625,5625
10384,144,3,1,7500,7500
10385,145,3,2,7500,15000
10386,145,2,1,9375,9375
10387,145,4,1,5625,5625
10388,145,5,3,1250,3750
10389,145,1,1,1875,1875
10390,146,3,3,7500,22500
10391,146,2,2,9375,18750
10392,146,4,3,5625,16875
10393,147,2,1,9375,9375
10394,147,4,1,5625,5625
10395,147,1,1,1875,1875
10396,148,2,1,9375,9375
10397,148,4,2,5625,11250
10398,149,3,2,7500,15000
10399,149,2,2,9375,18750
10400,149,4,2,5625,11250
10401,149,1,3,1875,5625
10402,150,4,1,5625,5625
10403,151,4,1,5625,5625
10404,152,3,1,7500,7500
10405,152,4,1,5625,5625
10406,153,4,1,5625,5625
10407,154,2,1,9375,9375
10408,154,4,1,5625,5625
10409,155,3,1,7500,7500
10410,155,2,2,9375,18750
10411,156,3,3,7500,22500
10412,156,2,1,9375,9375
10413,156,4,2,5625,11250
10414,156,5,2,1250,2500
10415,157,2,1,9375,9375
10416,158,2,1,9375,9375
10417,159,3,2,7500,15000
10418,159,4,1,5625,5625
10419,160,3,1,7500,7500
10420,160,2,2,9375,18750
10421,160,5,1,1250,1250
10422,160,1,1,1875,1875
10423,161,3,3,7500,22500
10424,161,4,2,5625,11250
10425,162,2,1,9375,9375
10426,162,4,2,5625,11250
10427,163,2,2,9375,18750
10428,164,3,1,7500,7500
10429,164,2,2,9375,18750
10430,164,4,1,5625,5625
10431,165,3,1,7500,7500
10432,165,4,1,5625,5625
10433,166,3,1,7500,7500
10434,167,4,2,5625,11250
10435,168,3,1,7500,7500
10436,168,4,1,5625,5625
10437,168,5,1,1250,1250
10438,169,4,1,5625,5625
10439,170,3,2,7500,15000
10440,170,2,1,9375,9375
10441,170,4,3,5625,16875
10442,170,5,1,1250,1250
10443,170,1,1,1875,1875
10444,170,1,1,1875,1875
10445,171,3,1,7500,7500
10446,171,2,1,9375,9375
10447,171,4,2,5625,11250
10448,172,3,2,7500,15000
10449,172,2,1,9375,9375
10450,172,4,2,5625,11250
10451,172,5,1,1250,1250
10452,172,1,1,1875,1875
10453,173,3,2,7500,15000
10454,173,2,1,9375,9375
10455,173,1,1,1875,1875
10456,174,3,2,7500,15000
10457,175,3,1,7500,7500
10458,175,2,1,9375,9375
10459,175,4,2,5625,11250
10460,176,3,1,7500,7500
10461,176,2,5,9375,46875
10462,176,4,1,5625,5625
10463,176,1,1,1875,1875
10464,177,3,1,7500,7500
10465,178,3,1,7500,7500
10466,178,2,1,9375,9375
10467,179,3,1,7500,7500
10468,179,2,1,9375,9375
10469,179,4,1,5625,5625
10470,180,3,1,7500,7500
10471,180,4,1,5625,5625
10472,181,2,1,9375,9375
10473,181,4,1,5625,5625
10474,182,2,1,9375,9375
10475,183,3,3,7500,22500
10476,183,2,2,9375,18750
10477,183,4,3,5625,16875
10478,183,5,3,1250,3750
10479,183,1,1,1875,1875
10480,184,3,2,7500,15000
10481,184,2,2,9375,18750
10482,184,4,2,5625,11250
10483,185,3,2,7500,15000
10484,185,2,2,9375,18750
10485,186,4,1,5625,5625
10486,187,3,1,7500,7500
10487,187,4,2,5625,11250
10488,188,3,2,7500,15000
10489,188,2,2,9375,18750
10490,188,4,2,5625,11250
10491,188,1,1,1875,1875
10492,188,1,1,1875,1875
10493,189,3,2,7500,15000
10494,189,4,1,5625,5625
10495,190,4,1,5625,5625
10496,191,3,1,7500,7500
10497,191,2,1,9375,9375
10498,192,3,3,7500,22500
10499,193,3,2,7500,15000
10500,193,2,2,9375,18750
10501,193,5,1,1250,1250
10502,193,1,1,1875,1875
10503,194,3,2,7500,15000
10504,194,2,3,9375,28125
10505,194,4,3,5625,16875
10506,194,5,1,1250,1250
10507,195,2,1,9375,9375
10508,196,2,2,9375,18750
10509,196,4,1,5625,5625
10510,197,3,3,7500,22500
10511,197,2,1,9375,9375
10512,197,5,1,1250,1250
10513,197,1,1,1875,1875
10514,198,2,1,9375,9375
10515,199,3,1,7500,7500
10516,199,4,1,5625,5625
10517,200,3,1,7500,7500
10518,201,3,3,7500,22500
10519,202,2,2,9375,18750
10520,202,4,3,5625,16875
10521,203,4,1,5625,5625
10522,204,3,1,7500,7500
10523,204,4,1,5625,5625
10524,204,5,1,1250,1250
10525,205,3,3,7500,22500
10526,205,4,3,5625,16875
10527,205,5,3,1250,3750
10528,206,3,1,7500,7500
10529,206,2,2,9375,18750
10530,206,4,3,5625,16875
10531,206,5,3,1250,3750
10532,206,1,1,1875,1875
10533,207,3,2,7500,15000
10534,207,2,1,9375,9375
10535,208,3,1,7500,7500
10536,208,2,1,9375,9375
10537,208,4,2,5625,11250
10538,208,1,3,1875,5625
10539,209,2,1,9375,9375
10540,209,4,1,5625,5625
10541,210,3,3,7500,22500
10542,210,4,2,5625,11250
10543,210,1,1,1875,1875
10544,211,3,1,7500,7500
10545,211,2,3,9375,28125
10546,212,3,2,7500,15000
10547,212,2,2,9375,18750
10548,212,4,3,5625,16875
10549,212,5,2,1250,2500
10550,212,1,1,1875,1875
10551,213,2,1,9375,9375
10552,213,4,1,5625,5625
10553,214,2,2,9375,18750
10554,215,2,1,9375,9375
10555,216,3,1,7500,7500
10556,216,2,3,9375,28125
10557,216,4,1,5625,5625
10558,216,5,1,1250,1250
10559,216,1,1,1875,1875
10560,217,2,1,9375,9375
10561,218,4,2,5625,11250
10562,219,2,2,9375,18750
10563,219,4,1,5625,5625
10564,219,5,1,1250,1250
10565,220,4,1,5625,5625
10566,221,3,1,7500,7500
10567,221,4,1,5625,5625
10568,221,1,1,1875,1875
10569,222,3,1,7500,7500
10570,222,4,1,5625,5625
10571,223,3,2,7500,15000
10572,223,2,1,9375,9375
10573,223,4,2,5625,11250
10574,223,5,1,1250,1250
10575,224,3,1,7500,7500
10576,224,2,3,9375,28125
10577,224,4,2,5625,11250
10578,224,5,2,1250,2500
10579,224,1,2,1875,3750
10580,225,3,2,7500,15000
10581,225,2,2,9375,18750
10582,225,4,2,5625,11250
10583,225,5,1,1250,1250
10584,225,1,2,1875,3750
10585,225,1,1,1875,1875
10586,226,3,1,7500,7500
10587,226,2,1,9375,9375
10588,227,3,1,7500,7500
10589,227,2,2,9375,18750
10590,227,4,1,5625,5625
10591,228,3,2,7500,15000
10592,228,5,1,1250,1250
10593,229,2,1,9375,9375
10594,230,3,1,7500,7500
10595,231,2,4,9375,37500
10596,231,4,1,5625,5625
10597,232,3,2,7500,15000
10598,232,2,2,9375,18750
10599,232,4,2,5625,11250
10600,232,5,2,1250,2500
10601,232,1,1,1875,1875
10602,233,3,1,7500,7500
10603,233,2,1,9375,9375
10604,234,4,1,5625,5625
10605,235,3,1,7500,7500
10606,235,2,3,9375,28125
10607,235,1,2,1875,3750
10608,236,3,1,7500,7500
10609,236,2,1,9375,9375
10610,236,1,1,1875,1875
10611,237,2,1,9375,9375
10612,237,4,1,5625,5625
10613,238,3,1,7500,7500
10614,239,3,1,7500,7500
10615,240,3,1,7500,7500
10616,240,2,1,9375,9375
10617,240,4,2,5625,11250
10618,240,5,1,1250,1250
10619,240,1,1,1875,1875
10620,241,2,2,9375,18750
10621,242,3,1,7500,7500
10622,242,4,2,5625,11250
10623,242,5,1,1250,1250
10624,242,1,1,1875,1875
10625,243,3,2,7500,15000
10626,243,2,2,9375,18750
10627,243,4,4,5625,22500
10628,243,5,2,1250,2500
10629,244,3,3,7500,22500
10630,244,2,1,9375,9375
10631,244,4,3,5625,16875
10632,244,1,1,1875,1875
10633,245,3,1,7500,7500
10634,245,4,1,5625,5625
10635,245,1,1,1875,1875
10636,246,2,2,9375,18750
10637,247,3,1,7500,7500
10638,247,2,1,9375,9375
10639,247,4,1,5625,5625
10640,248,3,4,7500,30000
10641,248,2,1,9375,9375
10642,248,5,1,1250,1250
10643,248,1,1,1875,1875
10644,249,2,1,9375,9375
10645,250,3,2,7500,15000
10646,250,5,1,1250,1250
10647,251,3,1,7500,7500
10648,251,4,1,5625,5625
10649,252,3,1,7500,7500
10650,252,4,2,5625,11250
10651,252,1,1,1875,1875
10652,253,3,3,7500,22500
10653,253,2,1,9375,9375
10654,253,4,2,5625,11250
10655,253,1,1,1875,1875
10656,254,3,1,7500,7500
10657,254,4,2,5625,11250
10658,255,2,1,9375,9375
10659,255,4,2,5625,11250
10660,256,3,1,7500,7500
10661,257,3,2,7500,15000
10662,257,2,3,9375,28125
10663,257,4,2,5625,11250
10664,257,1,1,1875,1875
10665,257,1,1,1875,1875
10666,258,2,1,9375,9375
10667,259,2,2,9375,18750
10668,260,3,1,7500,7500
10669,260,4,2,5625,11250
10670,260,1,1,1875,1875
10671,261,4,1,5625,5625
10672,262,3,1,7500,7500
10673,262,2,3,9375,28125
10674,262,4,3,5625,16875
10675,263,3,1,7500,7500
10676,264,3,2,7500,15000
10677,264,2,1,9375,9375
10678,264,4,1,5625,5625
10679,264,1,2,1875,3750
10680,265,3,3,7500,22500
10681,265,2,1,9375,9375
10682,265,4,2,5625,11250
10683,265,1,2,1875,3750
10684,266,3,1,7500,7500
10685,266,2,1,9375,9375
10686,266,4,1,5625,5625
10687,266,5,2,1250,2500
10688,267,3,2,7500,15000
10689,267,2,3,9375,28125
10690,267,4,3,5625,16875
10691,267,1,1,1875,1875
10692,268,4,2,5625,11250
10693,269,2,1,9375,9375
10694,269,4,3,5625,16875
10695,270,3,1,7500,7500
10696,270,2,1,9375,9375
10697,270,4,1,5625,5625
10698,271,2,1,9375,9375
10699,271,4,1,5625,5625
10700,272,2,2,9375,18750
10701,272,4,1,5625,5625
10702,272,1,1,1875,1875
10703,273,3,2,7500,15000
10704,273,4,1,5625,5625
10705,273,1,1,1875,1875
10706,274,4,1,5625,5625
10707,275,3,1,7500,7500
10708,275,4,3,5625,16875
10709,275,5,1,1250,1250
10710,275,1,1,1875,1875
10711,276,3,1,7500,7500
10712,276,2,1,9375,9375
10713,277,3,1,7500,7500
10714,278,3,1,7500,7500
10715,278,2,2,9375,18750
10716,278,1,1,1875,1875
10717,279,3,3,7500,22500
10718,279,2,2,9375,18750
10719,279,5,1,1250,1250
10720,280,4,1,5625,5625
10721,281,3,2,7500,15000
10722,281,4,1,5625,5625
10723,282,3,1,7500,7500
10724,283,3,2,7500,15000
10725,283,2,2,9375,18750
10726,283,4,2,5625,11250
10727,284,3,1,7500,7500
10728,284,4,1,5625,5625
10729,285,4,1,5625,5625
10730,286,3,3,7500,22500
10731,286,2,1,9375,9375
10732,286,5,1,1250,1250
10733,286,1,1,1875,1875
10734,287,2,1,9375,9375
10735,288,3,3,7500,22500
10736,288,2,2,9375,18750
10737,288,1,1,1875,1875
10738,289,3,1,7500,7500
10739,289,2,1,9375,9375
10740,289,1,1,1875,1875
10741,290,4,1,5625,5625
10742,291,3,1,7500,7500
10743,291,2,1,9375,9375
10744,292,3,1,7500,7500
10745,292,2,1,9375,9375
10746,292,4,1,5625,5625
10747,293,3,1,7500,7500
10748,293,2,2,9375,18750
10749,293,4,1,5625,5625
10750,293,5,1,1250,1250
10751,293,1,1,1875,1875
10752,294,2,1,9375,9375
10753,294,4,2,5625,11250
10754,294,1,1,1875,1875
10755,295,4,1,5625,5625
10756,296,4,2,5625,11250
10757,297,4,1,5625,5625
10758,298,3,1,7500,7500
10759,298,2,1,9375,9375
10760,299,4,1,5625,5625
10761,300,3,1,7500,7500
10762,300,2,2,9375,18750
10763,301,3,1,7500,7500
10764,301,2,2,9375,18750
10765,301,4,2,5625,11250
10766,302,3,1,7500,7500
10767,303,3,2,7500,15000
10768,303,4,1,5625,5625
10769,303,1,1,1875,1875
10770,304,3,1,7500,7500
10771,304,2,1,9375,9375
10772,304,4,3,5625,16875
10773,304,1,1,1875,1875
10774,305,3,1,7500,7500
10775,305,2,1,9375,9375
10776,305,4,1,5625,5625
10777,305,1,1,1875,1875
10778,306,3,2,7500,15000
10779,306,2,1,9375,9375
10780,306,4,3,5625,16875
10781,306,1,2,1875,3750
10782,307,3,1,7500,7500
10783,307,2,2,9375,18750
10784,308,3,3,7500,22500
10785,308,2,4,9375,37500
10786,308,4,1,5625,5625
10787,308,5,1,1250,1250
10788,308,1,3,1875,5625
10789,309,2,3,9375,28125
10790,309,4,1,5625,5625
10791,310,3,1,7500,7500
10792,310,2,1,9375,9375
10793,310,4,2,5625,11250
10794,311,3,1,7500,7500
10795,311,2,2,9375,18750
10796,312,3,1,7500,7500
10797,312,2,1,9375,9375
10798,313,2,2,9375,18750
10799,313,4,3,5625,16875
10800,314,3,1,7500,7500
10801,314,2,2,9375,18750
10802,314,4,1,5625,5625
10803,314,5,2,1250,2500
10804,314,1,1,1875,1875
10805,315,3,2,7500,15000
10806,315,2,2,9375,18750
10807,316,3,3,7500,22500
10808,316,4,1,5625,5625
10809,317,4,1,5625,5625
10810,318,4,1,5625,5625
10811,319,3,2,7500,15000
10812,319,2,1,9375,9375
10813,319,4,1,5625,5625
10814,319,1,2,1875,3750
10815,320,3,1,7500,7500
10816,321,3,1,7500,7500
10817,321,2,2,9375,18750
10818,321,4,3,5625,16875
10819,321,1,2,1875,3750
10820,322,3,2,7500,15000
10821,322,4,2,5625,11250
10822,323,3,3,7500,22500
10823,323,4,3,5625,16875
10824,323,5,1,1250,1250
10825,323,1,2,1875,3750
10826,324,3,1,7500,7500
10827,324,4,2,5625,11250
10828,324,5,1,1250,1250
10829,325,2,1,9375,9375
10830,326,4,1,5625,5625
10831,327,2,2,9375,18750
10832,327,4,1,5625,5625
10833,327,1,1,1875,1875
10834,327,1,1,1875,1875
10835,328,3,1,7500,7500
10836,328,2,1,9375,9375
10837,328,4,1,5625,5625
10838,328,5,2,1250,2500
10839,329,3,3,7500,22500
10840,329,2,2,9375,18750
10841,329,4,2,5625,11250
10842,330,3,2,7500,15000
10843,330,2,2,9375,18750
10844,330,4,1,5625,5625
10845,330,1,3,1875,5625
10846,331,2,4,9375,37500
10847,331,5,1,1250,1250
10848,331,1,1,1875,1875
10849,332,3,1,7500,7500
10850,332,2,1,9375,9375
10851,332,4,3,5625,16875
10852,333,2,2,9375,18750
10853,333,4,2,5625,11250
10854,333,1,2,1875,3750
10855,334,2,1,9375,9375
10856,335,3,1,7500,7500
10857,335,2,2,9375,18750
10858,335,1,1,1875,1875
10859,336,3,1,7500,7500
10860,336,2,1,9375,9375
10861,337,3,1,7500,7500
10862,337,2,3,9375,28125
10863,337,5,1,1250,1250
10864,337,1,1,1875,1875
10865,338,3,1,7500,7500
10866,339,3,1,7500,7500
10867,339,2,2,9375,18750
10868,339,4,2,5625,11250
10869,339,1,1,1875,1875
10870,339,1,1,1875,1875
10871,340,4,1,5625,5625
10872,341,3,1,7500,7500
10873,342,3,1,7500,7500
10874,342,2,2,9375,18750
10875,342,4,1,5625,5625
10876,342,1,2,1875,3750
10877,343,3,1,7500,7500
10878,344,2,3,9375,28125
10879,345,3,3,7500,22500
10880,345,2,2,9375,18750
10881,345,4,1,5625,5625
10882,345,5,2,1250,2500
10883,345,1,1,1875,1875
10884,346,2,1,9375,9375
10885,346,4,1,5625,5625
10886,346,5,1,1250,1250
10887,347,3,2,7500,15000
10888,347,2,1,9375,9375
10889,347,4,2,5625,11250
10890,347,1,2,1875,3750
10891,347,1,2,1875,3750
10892,348,4,1,5625,5625
10893,349,3,1,7500,7500
10894,350,2,1,9375,9375
10895,351,2,2,9375,18750
10896,351,4,1,5625,5625
10897,351,5,1,1250,1250
10898,352,3,2,7500,15000
10899,353,3,2,7500,15000
10900,353,4,1,5625,5625
10901,354,2,1,9375,9375
10902,355,3,2,7500,15000
10903,355,2,3,9375,28125
10904,355,1,2,1875,3750
10905,355,1,2,1875,3750
10906,356,4,1,5625,5625
10907,357,3,1,7500,7500
10908,357,2,1,9375,9375
10909,358,3,2,7500,15000
10910,358,2,2,9375,18750
10911,358,4,1,5625,5625
10912,358,5,1,1250,1250
10913,358,1,1,1875,1875
10914,359,3,1,7500,7500
10915,359,4,1,5625,5625
10916,360,2,1,9375,9375
10917,361,2,1,9375,9375
10918,361,1,1,1875,1875
10919,362,3,2,7500,15000
10920,362,2,1,9375,9375
10921,362,4,2,5625,11250
10922,362,1,1,1875,1875
10923,362,1,2,1875,3750
10924,363,3,3,7500,22500
10925,363,2,1,9375,9375
10926,363,4,1,5625,5625
10927,363,1,1,1875,1875
