id,order_id,product_id,qty,item_price,unit_sales
10318,119,18,3,200000,600000
10319,119,34,1,50000,50000
10320,119,12,2,200000,400000
10321,119,25,1,130000,130000
10322,119,37,1,40000,40000
10323,120,36,1,30000,30000
10324,120,34,1,50000,50000
10325,120,12,1,200000,200000
10326,121,8,1,180000,180000
10327,121,23,3,130000,390000
10328,121,24,1,130000,130000
10329,121,10,1,200000,200000
10330,121,13,2,250000,500000
10331,121,32,1,150000,150000
10332,122,35,1,50000,50000
10333,122,7,2,180000,360000
10334,122,18,1,200000,200000
10335,122,21,1,500000,500000
10336,123,28,2,125000,250000
10337,123,26,3,130000,390000
10338,123,17,2,400000,800000
10339,124,38,1,40000,40000
10340,124,16,1,250000,250000
10341,124,13,1,250000,250000
10342,125,38,1,40000,40000
10343,126,9,1,200000,200000
10344,127,27,1,125000,125000
10345,127,29,2,125000,250000
10346,127,8,3,180000,540000
10347,127,30,1,125000,125000
10348,128,1,1,190000,190000
10349,129,20,1,400000,400000
10350,129,33,2,40000,80000
10351,129,33,1,40000,40000
10352,129,34,1,50000,50000
10353,129,18,1,200000,200000
10354,130,2,1,190000,190000
10355,131,9,1,200000,200000
10356,132,25,2,130000,260000
10357,132,28,1,125000,125000
10358,132,1,2,190000,380000
10359,133,17,1,400000,400000
10360,134,25,1,130000,130000
10361,135,12,1,200000,200000
10362,135,8,1,180000,180000
10363,136,6,2,180000,360000
10364,137,10,3,200000,600000
10365,137,12,3,200000,600000
10366,137,21,1,500000,500000
10367,138,26,2,130000,260000
10368,138,20,2,400000,800000
10369,138,15,2,450000,900000
10370,138,3,1,190000,190000
10371,139,31,2,150000,300000
10372,139,20,1,400000,400000
10373,139,15,1,450000,450000
10374,139,17,1,400000,400000
10375,140,9,1,200000,200000
10376,141,3,2,190000,380000
10377,141,26,3,130000,390000
10378,141,21,1,500000,500000
10379,142,21,1,500000,500000
10380,142,11,2,200000,400000
10381,142,35,1,50000,50000
10382,142,19,1,200000,200000
10383,143,6,1,180000,180000
10384,144,34,1,50000,50000
10385,145,39,2,30000,60000
10386,145,1,1,190000,190000
10387,145,32,1,150000,150000
10388,145,9,3,200000,600000
10389,145,39,1,30000,30000
10390,146,12,3,200000,600000
10391,146,19,2,200000,400000
10392,146,12,3,200000,600000
10393,147,23,1,130000,130000
10394,147,40,1,50000,50000
10395,147,13,1,250000,250000
10396,148,34,1,50000,50000
10397,148,18,2,200000,400000
10398,149,36,2,30000,60000
10399,149,35,2,50000,100000
10400,149,7,2,180000,360000
10401,149,30,3,125000,375000
10402,150,17,1,400000,400000
10403,151,43,1,50000,50000
10404,152,33,1,40000,40000
10405,152,20,1,400000,400000
10406,153,25,1,130000,130000
10407,154,13,1,250000,250000
10408,154,16,1,250000,250000
10409,155,11,1,200000,200000
10410,155,38,2,40000,80000
10411,156,29,3,125000,375000
10412,156,35,1,50000,50000
10413,156,39,2,30000,60000
10414,156,20,2,400000,800000
10415,157,17,1,400000,400000
10416,158,23,1,130000,130000
10417,159,42,2,60000,120000
10418,159,33,1,40000,40000
10419,160,10,1,200000,200000
10420,160,25,2,130000,260000
10421,160,10,1,200000,200000
10422,160,34,1,50000,50000
10423,161,23,3,130000,390000
10424,161,33,2,40000,80000
10425,162,43,1,50000,50000
10426,162,9,2,200000,400000
10427,163,18,2,200000,400000
10428,164,7,1,180000,180000
10429,164,34,2,50000,100000
10430,164,7,1,180000,180000
10431,165,38,1,40000,40000
10432,165,5,1,180000,180000
10433,166,39,1,30000,30000
10434,167,18,2,200000,400000
10435,168,15,1,450000,450000
10436,168,11,1,200000,200000
10437,168,19,1,200000,200000
10438,169,17,1,400000,400000
10439,170,5,2,180000,360000
10440,170,5,1,180000,180000
10441,170,42,3,60000,180000
10442,170,2,1,190000,190000
10443,170,12,1,200000,200000
10444,170,28,1,125000,125000
10445,171,17,1,400000,400000
10446,171,19,1,200000,200000
10447,171,11,2,200000,400000
10448,172,23,2,130000,260000
10449,172,3,1,190000,190000
10450,172,39,2,30000,60000
10451,172,16,1,250000,250000
10452,172,37,1,40000,40000
10453,173,29,2,125000,250000
10454,173,2,1,190000,190000
10455,173,43,1,50000,50000
10456,174,17,2,400000,800000
10457,175,33,1,40000,40000
10458,175,21,1,500000,500000
10459,175,38,2,40000,80000
10460,176,35,1,50000,50000
10461,176,36,5,30000,150000
10462,176,40,1,50000,50000
10463,176,5,1,180000,180000
10464,177,3,1,190000,190000
10465,178,4,1,190000,190000
10466,178,4,1,190000,190000
10467,179,19,1,200000,200000
10468,179,31,1,150000,150000
10469,179,10,1,200000,200000
10470,180,4,1,190000,190000
10471,180,8,1,180000,180000
10472,181,34,1,50000,50000
10473,181,15,1,450000,450000
10474,182,5,1,180000,180000
10475,183,10,3,200000,600000
10476,183,22,2,500000,1000000
10477,183,23,3,130000,390000
10478,183,7,3,180000,540000
10479,183,39,1,30000,30000
10480,184,27,2,125000,250000
10481,184,31,2,150000,300000
10482,184,31,2,150000,300000
10483,185,13,2,250000,500000
10484,185,23,2,130000,260000
10485,186,16,1,250000,250000
10486,187,11,1,200000,200000
10487,187,23,2,130000,260000
10488,188,36,2,30000,60000
10489,188,37,2,40000,80000
10490,188,36,2,30000,60000
10491,188,30,1,125000,125000
10492,188,41,1,60000,60000
10493,189,5,2,180000,360000
10494,189,14,1,450000,450000
10495,190,20,1,400000,400000
10496,191,27,1,125000,125000
10497,191,1,1,190000,190000
10498,192,37,3,40000,120000
10499,193,20,2,400000,800000
10500,193,12,2,200000,400000
10501,193,37,1,40000,40000
10502,193,28,1,125000,125000
10503,194,6,2,180000,360000
10504,194,8,3,180000,540000
10505,194,12,3,200000,600000
10506,194,18,1,200000,200000
10507,195,29,1,125000,125000
10508,196,9,2,200000,400000
10509,196,35,1,50000,50000
10510,197,43,3,50000,150000
10511,197,7,1,180000,180000
10512,197,17,1,400000,400000
10513,197,37,1,40000,40000
10514,198,17,1,400000,400000
10515,199,29,1,125000,125000
10516,199,33,1,40000,40000
10517,200,13,1,250000,250000
10518,201,43,3,50000,150000
10519,202,9,2,200000,400000
10520,202,17,3,400000,1200000
10521,203,33,1,40000,40000
10522,204,14,1,450000,450000
10523,204,8,1,180000,180000
10524,204,24,1,130000,130000
10525,205,31,3,150000,450000
10526,205,43,3,50000,150000
10527,205,16,3,250000,750000
10528,206,16,1,250000,250000
10529,206,38,2,40000,80000
10530,206,23,3,130000,390000
10531,206,34,3,50000,150000
10532,206,23,1,130000,130000
10533,207,29,2,125000,250000
10534,207,31,1,150000,150000
10535,208,10,1,200000,200000
10536,208,5,1,180000,180000
10537,208,6,2,180000,360000
10538,208,10,3,200000,600000
10539,209,22,1,500000,500000
10540,209,4,1,190000,190000
10541,210,11,3,200000,600000
10542,210,14,2,450000,900000
10543,210,15,1,450000,450000
10544,211,43,1,50000,50000
10545,211,1,3,190000,570000
10546,212,38,2,40000,80000
10547,212,17,2,400000,800000
10548,212,5,3,180000,540000
10549,212,6,2,180000,360000
10550,212,27,1,125000,125000
10551,213,33,1,40000,40000
10552,213,41,1,60000,60000
10553,214,5,2,180000,360000
10554,215,8,1,180000,180000
10555,216,19,1,200000,200000
10556,216,30,3,125000,375000
10557,216,17,1,400000,400000
10558,216,25,1,130000,130000
10559,216,43,1,50000,50000
10560,217,37,1,40000,40000
10561,218,43,2,50000,100000
10562,219,10,2,200000,400000
10563,219,33,1,40000,40000
10564,219,43,1,50000,50000
10565,220,13,1,250000,250000
10566,221,39,1,30000,30000
10567,221,22,1,500000,500000
10568,221,20,1,400000,400000
10569,222,34,1,50000,50000
10570,222,35,1,50000,50000
10571,223,35,2,50000,100000
10572,223,35,1,50000,50000
10573,223,36,2,30000,60000
10574,223,37,1,40000,40000
10575,224,38,1,40000,40000
10576,224,36,3,30000,90000
10577,224,36,2,30000,60000
10578,224,16,2,250000,500000
10579,224,41,2,60000,120000
10580,225,3,2,190000,380000
10581,225,9,2,200000,400000
10582,225,39,2,30000,60000
10583,225,33,1,40000,40000
10584,225,35,2,50000,100000
10585,225,14,1,450000,450000
10586,226,43,1,50000,50000
10587,226,26,1,130000,130000
10588,227,16,1,250000,250000
10589,227,3,2,190000,380000
10590,227,21,1,500000,500000
10591,228,3,2,190000,380000
10592,228,2,1,190000,190000
10593,229,16,1,250000,250000
10594,230,20,1,400000,400000
10595,231,31,4,150000,600000
10596,231,16,1,250000,250000
10597,232,40,2,50000,100000
10598,232,17,2,400000,800000
10599,232,26,2,130000,260000
10600,232,2,2,190000,380000
10601,232,32,1,150000,150000
10602,233,33,1,40000,40000
10603,233,17,1,400000,400000
10604,234,43,1,50000,50000
10605,235,24,1,130000,130000
10606,235,41,3,60000,180000
10607,235,38,2,40000,80000
10608,236,31,1,150000,150000
10609,236,29,1,125000,125000
10610,236,33,1,40000,40000
10611,237,16,1,250000,250000
10612,237,5,1,180000,180000
10613,238,10,1,200000,200000
10614,239,30,1,125000,125000
10615,240,35,1,50000,50000
10616,240,35,1,50000,50000
10617,240,19,2,200000,400000
10618,240,15,1,450000,450000
10619,240,5,1,180000,180000
10620,241,17,2,400000,800000
10621,242,28,1,125000,125000
10622,242,6,2,180000,360000
10623,242,19,1,200000,200000
10624,242,31,1,150000,150000
10625,243,34,2,50000,100000
10626,243,40,2,50000,100000
10627,243,43,4,50000,200000
10628,243,19,2,200000,400000
10629,244,34,3,50000,150000
10630,244,3,1,190000,190000
10631,244,28,3,125000,375000
10632,244,34,1,50000,50000
10633,245,8,1,180000,180000
10634,245,19,1,200000,200000
10635,245,26,1,130000,130000
10636,246,29,2,125000,250000
10637,247,2,1,190000,190000
10638,247,27,1,125000,125000
10639,247,27,1,125000,125000
10640,248,17,4,400000,1600000
10641,248,28,1,125000,125000
10642,248,17,1,400000,400000
10643,248,9,1,200000,200000
10644,249,15,1,450000,450000
10645,250,24,2,130000,260000
10646,250,29,1,125000,125000
10647,251,12,1,200000,200000
10648,251,41,1,60000,60000
10649,252,34,1,50000,50000
10650,252,11,2,200000,400000
10651,252,8,1,180000,180000
10652,253,37,3,40000,120000
10653,253,16,1,250000,250000
10654,253,37,2,40000,80000
10655,253,9,1,200000,200000
10656,254,38,1,40000,40000
10657,254,3,2,190000,380000
10658,255,11,1,200000,200000
10659,255,6,2,180000,360000
10660,256,22,1,500000,500000
10661,257,29,2,125000,250000
10662,257,20,3,400000,1200000
10663,257,36,2,30000,60000
10664,257,27,1,125000,125000
10665,257,3,1,190000,190000
10666,258,29,1,125000,125000
10667,259,26,2,130000,260000
10668,260,43,1,50000,50000
10669,260,32,2,150000,300000
10670,260,42,1,60000,60000
10671,261,39,1,30000,30000
10672,262,43,1,50000,50000
10673,262,5,3,180000,540000
10674,262,4,3,190000,570000
10675,263,6,1,180000,180000
10676,264,16,2,250000,500000
10677,264,30,1,125000,125000
10678,264,3,1,190000,190000
10679,264,3,2,190000,380000
10680,265,29,3,125000,375000
10681,265,6,1,180000,180000
10682,265,24,2,130000,260000
10683,265,26,2,130000,260000
10684,266,4,1,190000,190000
10685,266,31,1,150000,150000
10686,266,9,1,200000,200000
10687,266,20,2,400000,800000
10688,267,42,2,60000,120000
10689,267,23,3,130000,390000
10690,267,3,3,190000,570000
10691,267,41,1,60000,60000
10692,268,20,2,400000,800000
10693,269,12,1,200000,200000
10694,269,36,3,30000,90000
10695,270,1,1,190000,190000
10696,270,6,1,180000,180000
10697,270,43,1,50000,50000
10698,271,8,1,180000,180000
10699,271,29,1,125000,125000
10700,272,21,2,500000,1000000
10701,272,7,1,180000,180000
10702,272,23,1,130000,130000
10703,273,37,2,40000,80000
10704,273,2,1,190000,190000
10705,273,15,1,450000,450000
10706,274,40,1,50000,50000
10707,275,9,1,200000,200000
10708,275,38,3,40000,120000
10709,275,1,1,190000,190000
10710,275,43,1,50000,50000
10711,276,5,1,180000,180000
10712,276,14,1,450000,450000
10713,277,27,1,125000,125000
10714,278,31,1,150000,150000
10715,278,16,2,250000,500000
10716,278,9,1,200000,200000
10717,279,14,3,450000,1350000
10718,279,17,2,400000,800000
10719,279,15,1,450000,450000
10720,280,33,1,40000,40000
10721,281,32,2,150000,300000
10722,281,30,1,125000,125000
10723,282,35,1,50000,50000
10724,283,22,2,500000,1000000
10725,283,15,2,450000,900000
10726,283,24,2,130000,260000
10727,284,12,1,200000,200000
10728,284,28,1,125000,125000
10729,285,13,1,250000,250000
10730,286,4,3,190000,570000
10731,286,2,1,190000,190000
10732,286,18,1,200000,200000
10733,286,5,1,180000,180000
10734,287,9,1,200000,200000
10735,288,13,3,250000,750000
10736,288,2,2,190000,380000
10737,288,18,1,200000,200000
10738,289,28,1,125000,125000
10739,289,6,1,180000,180000
10740,289,29,1,125000,125000
10741,290,14,1,450000,450000
10742,291,17,1,400000,400000
10743,291,9,1,200000,200000
10744,292,25,1,130000,130000
10745,292,23,1,130000,130000
10746,292,42,1,60000,60000
10747,293,29,1,125000,125000
10748,293,41,2,60000,120000
10749,293,41,1,60000,60000
10750,293,38,1,40000,40000
10751,293,22,1,500000,500000
10752,294,14,1,450000,450000
10753,294,8,2,180000,360000
10754,294,37,1,40000,40000
10755,295,39,1,30000,30000
10756,296,22,2,500000,1000000
10757,297,35,1,50000,50000
10758,298,39,1,30000,30000
10759,298,9,1,200000,200000
10760,299,32,1,150000,150000
10761,300,30,1,125000,125000
10762,300,8,2,180000,360000
10763,301,17,1,400000,400000
10764,301,7,2,180000,360000
10765,301,37,2,40000,80000
10766,302,31,1,150000,150000
10767,303,4,2,190000,380000
10768,303,12,1,200000,200000
10769,303,27,1,125000,125000
10770,304,7,1,180000,180000
10771,304,32,1,150000,150000
10772,304,23,3,130000,390000
10773,304,31,1,150000,150000
10774,305,37,1,40000,40000
10775,305,35,1,50000,50000
10776,305,16,1,250000,250000
10777,305,11,1,200000,200000
10778,306,4,2,190000,380000
10779,306,17,1,400000,400000
10780,306,23,3,130000,390000
10781,306,26,2,130000,260000
10782,307,24,1,130000,130000
10783,307,29,2,125000,250000
10784,308,14,3,450000,1350000
10785,308,18,4,200000,800000
10786,308,12,1,200000,200000
10787,308,35,1,50000,50000
10788,308,9,3,200000,600000
10789,309,20,3,400000,1200000
10790,309,24,1,130000,130000
10791,310,3,1,190000,190000
10792,310,7,1,180000,180000
10793,310,25,2,130000,260000
10794,311,8,1,180000,180000
10795,311,34,2,50000,100000
10796,312,8,1,180000,180000
10797,312,38,1,40000,40000
10798,313,41,2,60000,120000
10799,313,8,3,180000,540000
10800,314,7,1,180000,180000
10801,314,25,2,130000,260000
10802,314,1,1,190000,190000
10803,314,12,2,200000,400000
10804,314,6,1,180000,180000
10805,315,26,2,130000,260000
10806,315,24,2,130000,260000
10807,316,14,3,450000,1350000
10808,316,6,1,180000,180000
10809,317,22,1,500000,500000
10810,318,3,1,190000,190000
10811,319,28,2,125000,250000
10812,319,19,1,200000,200000
10813,319,20,1,400000,400000
10814,319,2,2,190000,380000
10815,320,27,1,125000,125000
10816,321,38,1,40000,40000
10817,321,40,2,50000,100000
10818,321,14,3,450000,1350000
10819,321,28,2,125000,250000
10820,322,26,2,130000,260000
10821,322,29,2,125000,250000
10822,323,14,3,450000,1350000
10823,323,9,3,200000,600000
10824,323,34,1,50000,50000
10825,323,12,2,200000,400000
10826,324,8,1,180000,180000
10827,324,20,2,400000,800000
10828,324,24,1,130000,130000
10829,325,3,1,190000,190000
10830,326,17,1,400000,400000
10831,327,36,2,30000,60000
10832,327,29,1,125000,125000
10833,327,39,1,30000,30000
10834,327,21,1,500000,500000
10835,328,4,1,190000,190000
10836,328,3,1,190000,190000
10837,328,11,1,200000,200000
10838,328,28,2,125000,250000
10839,329,6,3,180000,540000
10840,329,38,2,40000,80000
10841,329,20,2,400000,800000
10842,330,15,2,450000,900000
10843,330,4,2,190000,380000
10844,330,32,1,150000,150000
10845,330,17,3,400000,1200000
10846,331,34,4,50000,200000
10847,331,10,1,200000,200000
10848,331,18,1,200000,200000
10849,332,5,1,180000,180000
10850,332,34,1,50000,50000
10851,332,13,3,250000,750000
10852,333,13,2,250000,500000
10853,333,16,2,250000,500000
10854,333,4,2,190000,380000
10855,334,27,1,125000,125000
10856,335,17,1,400000,400000
10857,335,15,2,450000,900000
10858,335,11,1,200000,200000
10859,336,43,1,50000,50000
10860,336,9,1,200000,200000
10861,337,16,1,250000,250000
10862,337,39,3,30000,90000
10863,337,3,1,190000,190000
10864,337,7,1,180000,180000
10865,338,7,1,180000,180000
10866,339,32,1,150000,150000
10867,339,20,2,400000,800000
10868,339,9,2,200000,400000
10869,339,22,1,500000,500000
10870,339,39,1,30000,30000
10871,340,18,1,200000,200000
10872,341,8,1,180000,180000
10873,342,25,1,130000,130000
10874,342,17,2,400000,800000
10875,342,41,1,60000,60000
10876,342,14,2,450000,900000
10877,343,9,1,200000,200000
10878,344,25,3,130000,390000
10879,345,6,3,180000,540000
10880,345,16,2,250000,500000
10881,345,5,1,180000,180000
10882,345,15,2,450000,900000
10883,345,11,1,200000,200000
10884,346,30,1,125000,125000
10885,346,14,1,450000,450000
10886,346,16,1,250000,250000
10887,347,16,2,250000,500000
10888,347,18,1,200000,200000
10889,347,7,2,180000,360000
10890,347,28,2,125000,250000
10891,347,30,2,125000,250000
10892,348,35,1,50000,50000
10893,349,29,1,125000,125000
10894,350,42,1,60000,60000
10895,351,25,2,130000,260000
10896,351,33,1,40000,40000
10897,351,37,1,40000,40000
10898,352,2,2,190000,380000
10899,353,4,2,190000,380000
10900,353,39,1,30000,30000
10901,354,21,1,500000,500000
10902,355,1,2,190000,380000
10903,355,32,3,150000,450000
10904,355,27,2,125000,250000
10905,355,13,2,250000,500000
10906,356,38,1,40000,40000
10907,357,4,1,190000,190000
10908,357,33,1,40000,40000
10909,358,25,2,130000,260000
10910,358,39,2,30000,60000
10911,358,42,1,60000,60000
10912,358,20,1,400000,400000
10913,358,23,1,130000,130000
10914,359,5,1,180000,180000
10915,359,2,1,190000,190000
10916,360,42,1,60000,60000
10917,361,26,1,130000,130000
10918,361,26,1,130000,130000
10919,362,35,2,50000,100000
10920,362,35,1,50000,50000
10921,362,32,2,150000,300000
10922,362,31,1,150000,150000
10923,362,13,2,250000,500000
10924,363,31,3,150000,450000
10925,363,16,1,250000,250000
10926,363,12,1,200000,200000
10927,363,23,1,130000,130000
10928,364,8,1,180000,180000
