id,order_date,customer_id,province_id,city_id
93,2022-01-01 00:00:00.000,184,10,177
94,2022-01-01 00:00:00.000,93,4,65
95,2022-01-01 00:00:00.000,21,5,98
96,2022-01-01 00:00:00.000,29,9,157
97,2022-01-01 00:00:00.000,149,3,19
98,2022-01-01 00:00:00.000,85,10,179
99,2022-01-01 00:00:00.000,184,8,155
100,2022-01-01 00:00:00.000,118,4,43
101,2022-01-01 00:00:00.000,125,4,54
102,2022-01-01 00:00:00.000,58,10,177
103,2022-01-01 00:00:00.000,49,4,43
104,2022-01-01 00:00:00.000,181,4,63
105,2022-01-01 00:00:00.000,68,7,140
106,2022-01-01 00:00:00.000,8,9,160
107,2022-01-01 00:00:00.000,5,9,158
108,2022-01-01 00:00:00.000,83,4,59
109,2022-01-01 00:00:00.000,127,9,161
110,2022-01-01 00:00:00.000,181,10,175
111,2022-01-01 00:00:00.000,172,4,55
112,2022-01-01 00:00:00.000,187,11,198
113,2022-01-01 00:00:00.000,59,8,148
114,2022-01-01 00:00:00.000,7,4,74
115,2022-01-01 00:00:00.000,85,11,213
116,2022-01-01 00:00:00.000,170,1,8
117,2022-01-01 00:00:00.000,28,10,189
118,2022-01-01 00:00:00.000,62,9,165
119,2022-01-01 00:00:00.000,84,4,67
120,2022-01-01 00:00:00.000,190,11,216
121,2022-01-01 00:00:00.000,187,8,146
122,2022-01-01 00:00:00.000,145,5,104
123,2022-01-01 00:00:00.000,38,4,65
124,2022-01-01 00:00:00.000,43,9,157
125,2022-01-01 00:00:00.000,91,3,24
126,2022-01-01 00:00:00.000,40,6,120
127,2022-01-01 00:00:00.000,21,11,197
128,2022-01-01 00:00:00.000,133,7,140
129,2022-01-01 00:00:00.000,39,4,45
130,2022-01-01 00:00:00.000,24,4,46
131,2022-01-01 00:00:00.000,162,1,7
132,2022-01-01 00:00:00.000,11,9,167
133,2022-01-01 00:00:00.000,153,10,182
134,2022-01-01 00:00:00.000,182,5,91
135,2022-01-01 00:00:00.000,180,3,19
136,2022-01-01 00:00:00.000,55,4,49
137,2022-01-01 00:00:00.000,158,4,72
138,2022-01-01 00:00:00.000,43,5,114
139,2022-01-01 00:00:00.000,52,11,195
140,2022-01-01 00:00:00.000,85,4,67
141,2022-01-01 00:00:00.000,20,11,201
142,2022-01-01 00:00:00.000,91,11,209
143,2022-01-01 00:00:00.000,200,1,7
144,2022-01-01 00:00:00.000,85,3,22
145,2022-01-01 00:00:00.000,137,4,53
146,2022-01-01 00:00:00.000,162,1,8
147,2022-01-01 00:00:00.000,100,11,209
148,2022-01-01 00:00:00.000,85,3,29
149,2022-01-01 00:00:00.000,111,8,151
150,2022-01-01 00:00:00.000,179,3,20
151,2022-01-01 00:00:00.000,175,11,204
152,2022-01-01 00:00:00.000,104,4,73
153,2022-01-01 00:00:00.000,157,9,159
154,2022-01-01 00:00:00.000,132,3,39
155,2022-01-01 00:00:00.000,7,11,195
156,2022-01-01 00:00:00.000,155,2,10
157,2022-01-01 00:00:00.000,126,8,150
158,2022-01-01 00:00:00.000,30,4,56
159,2022-01-01 00:00:00.000,45,11,204
160,2022-01-01 00:00:00.000,132,5,102
161,2022-01-01 00:00:00.000,70,5,79
162,2022-01-01 00:00:00.000,3,9,158
163,2022-01-01 00:00:00.000,17,11,222
164,2022-01-01 00:00:00.000,123,10,178
165,2022-01-01 00:00:00.000,42,2,12
166,2022-01-01 00:00:00.000,182,4,45
167,2022-01-01 00:00:00.000,140,10,176
168,2022-01-01 00:00:00.000,128,11,217
169,2022-01-01 00:00:00.000,131,7,131
170,2022-01-01 00:00:00.000,82,2,14
171,2022-01-01 00:00:00.000,130,2,10
172,2022-01-01 00:00:00.000,70,10,174
173,2022-01-01 00:00:00.000,41,10,177
174,2022-01-01 00:00:00.000,182,5,115
175,2022-01-01 00:00:00.000,121,4,76
176,2022-01-01 00:00:00.000,56,9,160
177,2022-01-01 00:00:00.000,26,5,83
178,2022-01-01 00:00:00.000,198,11,192
179,2022-01-01 00:00:00.000,182,11,219
180,2022-01-01 00:00:00.000,124,5,105
181,2022-01-01 00:00:00.000,160,11,218
182,2022-01-01 00:00:00.000,138,4,60
183,2022-01-01 00:00:00.000,143,7,139
184,2022-01-01 00:00:00.000,19,6,124
185,2022-01-01 00:00:00.000,143,11,216
186,2022-01-01 00:00:00.000,126,4,64
187,2022-01-01 00:00:00.000,103,5,94
188,2022-01-01 00:00:00.000,121,4,58
189,2022-01-01 00:00:00.000,176,10,172
190,2022-01-01 00:00:00.000,184,3,39
191,2022-01-01 00:00:00.000,98,5,98
192,2022-01-01 00:00:00.000,132,9,160
193,2022-01-01 00:00:00.000,147,3,24
194,2022-01-01 00:00:00.000,42,2,14
195,2022-01-01 00:00:00.000,171,8,155
196,2022-01-01 00:00:00.000,83,8,151
197,2022-01-01 00:00:00.000,131,11,202
198,2022-01-01 00:00:00.000,30,8,148
199,2022-01-01 00:00:00.000,53,10,179
200,2022-01-01 00:00:00.000,185,6,117
201,2022-01-01 00:00:00.000,93,6,120
202,2022-01-01 00:00:00.000,155,5,93
203,2022-01-01 00:00:00.000,87,5,102
204,2022-01-01 00:00:00.000,105,3,42
205,2022-01-01 00:00:00.000,178,4,74
206,2022-01-01 00:00:00.000,171,5,93
207,2022-01-01 00:00:00.000,136,5,88
208,2022-01-01 00:00:00.000,29,9,170
209,2022-01-01 00:00:00.000,32,10,189
210,2022-01-01 00:00:00.000,119,10,171
211,2022-01-01 00:00:00.000,196,10,188
212,2022-01-01 00:00:00.000,66,4,45
213,2022-01-01 00:00:00.000,5,7,129
214,2022-01-01 00:00:00.000,169,8,146
215,2022-01-01 00:00:00.000,144,5,106
216,2022-01-01 00:00:00.000,190,10,174
217,2022-01-01 00:00:00.000,20,7,135
218,2022-01-01 00:00:00.000,153,6,118
219,2022-01-01 00:00:00.000,5,10,185
220,2022-01-01 00:00:00.000,17,4,44
221,2022-01-01 00:00:00.000,48,11,200
222,2022-01-01 00:00:00.000,193,4,59
223,2022-01-01 00:00:00.000,168,7,132
224,2022-01-01 00:00:00.000,98,3,28
225,2022-01-01 00:00:00.000,126,11,214
226,2022-01-01 00:00:00.000,51,5,113
227,2022-01-01 00:00:00.000,200,5,108
228,2022-01-01 00:00:00.000,73,3,31
229,2022-01-01 00:00:00.000,73,6,121
230,2022-01-01 00:00:00.000,168,7,133
231,2022-01-01 00:00:00.000,94,5,91
232,2022-01-01 00:00:00.000,132,11,214
233,2022-01-01 00:00:00.000,132,9,157
234,2022-01-01 00:00:00.000,196,5,106
235,2022-01-01 00:00:00.000,123,1,2
236,2022-01-01 00:00:00.000,150,11,219
237,2022-01-01 00:00:00.000,113,4,75
238,2022-01-01 00:00:00.000,78,3,31
239,2022-01-01 00:00:00.000,196,5,103
240,2022-01-01 00:00:00.000,187,5,94
241,2022-01-01 00:00:00.000,183,5,82
242,2022-01-01 00:00:00.000,197,4,58
243,2022-01-01 00:00:00.000,156,5,79
244,2022-01-01 00:00:00.000,60,3,42
245,2022-01-01 00:00:00.000,117,11,200
246,2022-01-01 00:00:00.000,183,8,153
247,2022-01-01 00:00:00.000,129,11,203
248,2022-01-01 00:00:00.000,74,10,178
249,2022-01-01 00:00:00.000,36,6,126
250,2022-01-01 00:00:00.000,160,8,151
251,2022-01-01 00:00:00.000,148,9,159
252,2022-01-01 00:00:00.000,7,6,126
253,2022-01-01 00:00:00.000,194,3,21
254,2022-01-01 00:00:00.000,175,7,134
255,2022-01-01 00:00:00.000,64,3,24
256,2022-01-01 00:00:00.000,198,11,215
257,2022-01-01 00:00:00.000,147,1,7
258,2022-01-01 00:00:00.000,8,1,5
259,2022-01-01 00:00:00.000,15,5,114
260,2022-01-01 00:00:00.000,105,4,44
261,2022-01-01 00:00:00.000,79,10,183
262,2022-01-01 00:00:00.000,149,4,54
263,2022-01-01 00:00:00.000,173,4,67
264,2022-01-01 00:00:00.000,189,3,33
265,2022-01-01 00:00:00.000,94,5,79
266,2022-01-01 00:00:00.000,66,3,41
267,2022-01-01 00:00:00.000,191,6,120
268,2022-01-01 00:00:00.000,129,2,14
269,2022-01-01 00:00:00.000,92,2,15
270,2022-01-01 00:00:00.000,198,4,52
271,2022-01-01 00:00:00.000,157,11,199
272,2022-01-01 00:00:00.000,200,7,129
273,2022-01-01 00:00:00.000,127,11,211
274,2022-01-01 00:00:00.000,163,11,203
275,2022-01-01 00:00:00.000,77,7,133
276,2022-01-01 00:00:00.000,75,10,182
277,2022-01-01 00:00:00.000,76,3,26
278,2022-01-01 00:00:00.000,126,1,1
279,2022-01-01 00:00:00.000,197,7,140
280,2022-01-01 00:00:00.000,101,11,205
281,2022-01-01 00:00:00.000,71,7,137
282,2022-01-01 00:00:00.000,47,4,77
283,2022-01-01 00:00:00.000,15,7,133
284,2022-01-01 00:00:00.000,118,11,222
285,2022-01-01 00:00:00.000,182,5,91
286,2022-01-01 00:00:00.000,56,9,167
287,2022-01-01 00:00:00.000,133,6,128
288,2022-01-01 00:00:00.000,76,2,11
289,2022-01-01 00:00:00.000,25,9,159
290,2022-01-01 00:00:00.000,104,7,142
291,2022-01-01 00:00:00.000,176,11,208
292,2022-01-01 00:00:00.000,129,3,37
293,2022-01-01 00:00:00.000,137,4,43
294,2022-01-01 00:00:00.000,28,4,55
295,2022-01-01 00:00:00.000,10,5,115
296,2022-01-01 00:00:00.000,53,7,137
297,2022-01-01 00:00:00.000,87,4,67
298,2022-01-01 00:00:00.000,40,5,102
299,2022-01-01 00:00:00.000,72,8,153
300,2022-01-01 00:00:00.000,176,5,93
301,2022-01-01 00:00:00.000,95,5,91
302,2022-01-01 00:00:00.000,22,7,139
303,2022-01-01 00:00:00.000,4,11,201
304,2022-01-01 00:00:00.000,11,3,41
305,2022-01-01 00:00:00.000,140,7,130
306,2022-01-01 00:00:00.000,52,4,77
307,2022-01-01 00:00:00.000,10,10,187
308,2022-01-01 00:00:00.000,111,6,119
309,2022-01-01 00:00:00.000,194,8,145
310,2022-01-01 00:00:00.000,173,7,140
311,2022-01-01 00:00:00.000,181,11,210
312,2022-01-01 00:00:00.000,185,4,63
313,2022-01-01 00:00:00.000,81,10,177
314,2022-01-01 00:00:00.000,182,5,110
315,2022-01-01 00:00:00.000,127,4,44
316,2022-01-01 00:00:00.000,75,1,6
317,2022-01-01 00:00:00.000,149,10,189
318,2022-01-01 00:00:00.000,5,11,213
319,2022-01-01 00:00:00.000,178,3,18
320,2022-01-01 00:00:00.000,104,4,77
321,2022-01-01 00:00:00.000,183,4,51
322,2022-01-01 00:00:00.000,172,9,161
323,2022-01-01 00:00:00.000,47,4,65
324,2022-01-01 00:00:00.000,106,4,63
325,2022-01-01 00:00:00.000,66,11,208
326,2022-01-01 00:00:00.000,11,5,106
327,2022-01-01 00:00:00.000,86,9,170
328,2022-01-01 00:00:00.000,144,4,46
329,2022-01-01 00:00:00.000,194,3,42
330,2022-01-01 00:00:00.000,192,7,141
331,2022-01-01 00:00:00.000,133,5,108
332,2022-01-01 00:00:00.000,30,10,186
333,2022-01-01 00:00:00.000,149,3,18
334,2022-01-01 00:00:00.000,168,11,196
335,2022-01-01 00:00:00.000,66,9,168
336,2022-01-01 00:00:00.000,173,7,136
337,2022-01-01 00:00:00.000,99,6,128
338,2022-01-01 00:00:00.000,69,5,112
339,2022-01-01 00:00:00.000,7,3,32
340,2022-01-01 00:00:00.000,96,8,154
341,2022-01-01 00:00:00.000,157,10,179
342,2022-01-01 00:00:00.000,39,5,104
343,2022-01-01 00:00:00.000,143,4,73
344,2022-01-01 00:00:00.000,33,3,27
345,2022-01-01 00:00:00.000,65,11,219
346,2022-01-01 00:00:00.000,106,5,92
347,2022-01-01 00:00:00.000,196,5,102
348,2022-01-01 00:00:00.000,2,4,56
349,2022-01-01 00:00:00.000,59,4,66
350,2022-01-01 00:00:00.000,123,5,104
351,2022-01-01 00:00:00.000,36,5,115
352,2022-01-01 00:00:00.000,195,11,207
353,2022-01-01 00:00:00.000,162,5,112
354,2022-01-01 00:00:00.000,3,5,100
355,2022-01-01 00:00:00.000,40,4,57
356,2022-01-01 00:00:00.000,105,8,149
357,2022-01-01 00:00:00.000,92,5,78
358,2022-01-01 00:00:00.000,25,2,13
359,2022-01-01 00:00:00.000,98,10,189
360,2022-01-01 00:00:00.000,36,3,42
361,2022-01-01 00:00:00.000,28,4,50
362,2022-01-01 00:00:00.000,194,5,112
363,2022-01-01 00:00:00.000,127,5,85
364,2022-01-01 00:00:00.000,107,8,155
365,2022-01-01 00:00:00.000,27,9,158
366,2022-01-01 00:00:00.000,97,8,145
367,2022-01-01 00:00:00.000,156,2,11
368,2022-01-01 00:00:00.000,132,8,147
369,2022-01-01 00:00:00.000,29,11,199
370,2022-01-01 00:00:00.000,138,5,107
371,2022-01-01 00:00:00.000,160,4,48
372,2022-01-01 00:00:00.000,40,5,93
373,2022-01-01 00:00:00.000,32,4,44
374,2022-01-01 00:00:00.000,71,7,138
375,2022-01-01 00:00:00.000,97,7,137
376,2022-01-01 00:00:00.000,18,11,221
377,2022-01-01 00:00:00.000,158,3,40
378,2022-01-01 00:00:00.000,192,9,159
379,2022-01-01 00:00:00.000,123,7,142
380,2022-01-01 00:00:00.000,102,5,81
381,2022-01-01 00:00:00.000,122,3,25
382,2022-01-01 00:00:00.000,88,5,104
383,2022-01-01 00:00:00.000,14,4,63
384,2022-01-01 00:00:00.000,181,7,136
385,2022-01-01 00:00:00.000,32,6,128
386,2022-01-01 00:00:00.000,115,2,15
387,2022-01-01 00:00:00.000,97,1,6
388,2022-01-01 00:00:00.000,68,3,33
389,2022-01-01 00:00:00.000,128,8,150
390,2022-01-01 00:00:00.000,151,4,43
391,2022-01-01 00:00:00.000,124,3,29
392,2022-01-01 00:00:00.000,88,5,93
393,2022-01-01 00:00:00.000,27,10,182
394,2022-01-01 00:00:00.000,96,5,101
395,2022-01-01 00:00:00.000,131,4,46
396,2022-01-01 00:00:00.000,198,4,58
397,2022-01-01 00:00:00.000,123,9,161
398,2022-01-01 00:00:00.000,122,10,171
399,2022-01-01 00:00:00.000,20,8,154
400,2022-01-01 00:00:00.000,170,5,102
401,2022-01-01 00:00:00.000,200,7,139
402,2022-01-01 00:00:00.000,23,11,216
403,2022-01-01 00:00:00.000,186,9,169
404,2022-01-01 00:00:00.000,90,5,107
405,2022-01-01 00:00:00.000,121,3,22
406,2022-01-01 00:00:00.000,55,3,41
407,2022-01-01 00:00:00.000,164,6,128
408,2022-01-01 00:00:00.000,59,3,19
409,2022-01-01 00:00:00.000,124,1,8
410,2022-01-01 00:00:00.000,199,5,98
411,2022-01-01 00:00:00.000,191,11,215
412,2022-01-01 00:00:00.000,21,9,167
413,2022-01-01 00:00:00.000,83,4,56
414,2022-01-01 00:00:00.000,66,10,171
415,2022-01-01 00:00:00.000,186,10,175
416,2022-01-01 00:00:00.000,103,11,194
417,2022-01-01 00:00:00.000,39,7,129
418,2022-01-01 00:00:00.000,107,4,53
419,2022-01-01 00:00:00.000,25,5,86
420,2022-01-01 00:00:00.000,175,10,189
421,2022-01-01 00:00:00.000,120,7,129
422,2022-01-01 00:00:00.000,170,6,118
423,2022-01-01 00:00:00.000,177,8,149
424,2022-01-01 00:00:00.000,155,5,100
425,2022-01-01 00:00:00.000,104,3,40
426,2022-01-01 00:00:00.000,143,5,104
427,2022-01-01 00:00:00.000,190,8,151
428,2022-01-01 00:00:00.000,67,4,76
429,2022-01-01 00:00:00.000,74,5,105
430,2022-01-01 00:00:00.000,95,11,207
431,2022-01-01 00:00:00.000,177,5,92
432,2022-01-01 00:00:00.000,177,8,144
433,2022-01-01 00:00:00.000,87,11,197
434,2022-01-01 00:00:00.000,32,10,183
435,2022-01-01 00:00:00.000,183,5,87
436,2022-01-01 00:00:00.000,168,10,180
437,2022-01-01 00:00:00.000,171,1,9
438,2022-01-01 00:00:00.000,42,5,96
439,2022-01-01 00:00:00.000,136,5,115
440,2022-01-01 00:00:00.000,38,11,211
441,2022-01-01 00:00:00.000,53,4,55
442,2022-01-01 00:00:00.000,24,4,77
443,2022-01-01 00:00:00.000,196,10,177
444,2022-01-01 00:00:00.000,133,10,186
445,2022-01-01 00:00:00.000,100,8,144
446,2022-01-01 00:00:00.000,49,4,58
447,2022-01-01 00:00:00.000,84,6,116
448,2022-01-01 00:00:00.000,25,10,174
449,2022-01-01 00:00:00.000,28,5,115
450,2022-01-01 00:00:00.000,24,3,26
451,2022-01-01 00:00:00.000,151,5,114
452,2022-01-01 00:00:00.000,150,3,35
453,2022-01-01 00:00:00.000,106,4,64
454,2022-01-01 00:00:00.000,6,11,196
455,2022-01-01 00:00:00.000,149,11,205
456,2022-01-01 00:00:00.000,127,9,159
457,2022-01-01 00:00:00.000,50,10,179
458,2022-01-01 00:00:00.000,125,3,19
459,2022-01-01 00:00:00.000,197,11,192
460,2022-01-01 00:00:00.000,152,4,45
461,2022-01-01 00:00:00.000,92,3,42
462,2022-01-01 00:00:00.000,188,11,196
463,2022-01-01 00:00:00.000,181,11,198
464,2022-01-01 00:00:00.000,138,9,165
465,2022-01-01 00:00:00.000,146,3,20
466,2022-01-01 00:00:00.000,79,5,111
467,2022-01-01 00:00:00.000,180,9,168
468,2022-01-01 00:00:00.000,72,6,121
469,2022-01-01 00:00:00.000,124,9,163
470,2022-01-01 00:00:00.000,158,5,80
471,2022-01-01 00:00:00.000,199,6,116
472,2022-01-01 00:00:00.000,45,9,159
473,2022-01-01 00:00:00.000,146,5,114
474,2022-01-01 00:00:00.000,100,11,222
475,2022-01-01 00:00:00.000,9,8,148
476,2022-01-01 00:00:00.000,113,6,118
477,2022-01-01 00:00:00.000,53,1,4
478,2022-01-01 00:00:00.000,119,11,215
479,2022-01-01 00:00:00.000,64,11,197
480,2022-01-01 00:00:00.000,197,1,2
481,2022-01-01 00:00:00.000,160,9,158
482,2022-01-01 00:00:00.000,101,11,208
483,2022-01-01 00:00:00.000,27,3,35
484,2022-01-01 00:00:00.000,166,8,151
485,2022-01-01 00:00:00.000,118,4,71
486,2022-01-01 00:00:00.000,115,3,18
487,2022-01-01 00:00:00.000,179,11,212
488,2022-01-01 00:00:00.000,9,4,50
489,2022-01-01 00:00:00.000,180,10,178
490,2022-01-01 00:00:00.000,148,1,4
491,2022-01-01 00:00:00.000,119,3,40
492,2022-01-01 00:00:00.000,17,8,155
493,2022-01-01 00:00:00.000,72,5,87
494,2022-01-01 00:00:00.000,53,1,1
495,2022-01-01 00:00:00.000,127,7,140
496,2022-01-01 00:00:00.000,23,7,141
497,2022-01-01 00:00:00.000,47,10,182
498,2022-01-01 00:00:00.000,172,6,124
499,2022-01-01 00:00:00.000,126,10,182
500,2022-01-01 00:00:00.000,104,10,183
501,2022-01-01 00:00:00.000,56,3,40
502,2022-01-01 00:00:00.000,198,2,12
503,2022-01-01 00:00:00.000,144,11,207
504,2022-01-01 00:00:00.000,121,5,89
505,2022-01-01 00:00:00.000,140,2,14
506,2022-01-01 00:00:00.000,144,11,208
507,2022-01-01 00:00:00.000,37,1,7
508,2022-01-01 00:00:00.000,44,3,19
509,2022-01-01 00:00:00.000,184,6,122
510,2022-01-01 00:00:00.000,52,11,207
511,2022-01-01 00:00:00.000,73,9,166
512,2022-01-01 00:00:00.000,48,5,105
513,2022-01-01 00:00:00.000,106,5,89
514,2022-01-01 00:00:00.000,102,11,213
515,2022-01-01 00:00:00.000,177,6,120
516,2022-01-01 00:00:00.000,189,3,29
517,2022-01-01 00:00:00.000,96,3,38
518,2022-01-01 00:00:00.000,44,3,37
519,2022-01-01 00:00:00.000,150,11,196
520,2022-01-01 00:00:00.000,97,6,118
521,2022-01-01 00:00:00.000,104,7,135
522,2022-01-01 00:00:00.000,193,5,84
523,2022-01-01 00:00:00.000,173,11,220
524,2022-01-01 00:00:00.000,138,5,83
525,2022-01-01 00:00:00.000,108,11,222
526,2022-01-01 00:00:00.000,139,11,205
527,2022-01-01 00:00:00.000,55,4,48
528,2022-01-01 00:00:00.000,45,11,212
529,2022-01-01 00:00:00.000,6,11,197
530,2022-01-01 00:00:00.000,57,1,5
531,2022-01-01 00:00:00.000,101,11,220
532,2022-01-01 00:00:00.000,119,5,99
533,2022-01-01 00:00:00.000,32,7,142
534,2022-01-01 00:00:00.000,155,10,182
535,2022-01-01 00:00:00.000,21,10,187
536,2022-01-01 00:00:00.000,145,5,91
537,2022-01-01 00:00:00.000,186,11,208
538,2022-01-01 00:00:00.000,92,7,140
539,2022-01-01 00:00:00.000,178,5,100
540,2022-01-01 00:00:00.000,77,9,163
541,2022-01-01 00:00:00.000,3,11,207
542,2022-01-01 00:00:00.000,17,11,205
543,2022-01-01 00:00:00.000,59,5,102
544,2022-01-01 00:00:00.000,121,5,106
545,2022-01-01 00:00:00.000,12,11,198
546,2022-01-01 00:00:00.000,20,8,147
547,2022-01-01 00:00:00.000,14,10,184
548,2022-01-01 00:00:00.000,197,4,64
549,2022-01-01 00:00:00.000,18,5,103
550,2022-01-01 00:00:00.000,100,11,192
551,2022-01-01 00:00:00.000,163,4,64
552,2022-01-01 00:00:00.000,153,5,104
553,2022-01-01 00:00:00.000,75,4,73
554,2022-01-01 00:00:00.000,156,3,22
555,2022-01-01 00:00:00.000,5,11,195
556,2022-01-01 00:00:00.000,53,3,30
557,2022-01-01 00:00:00.000,74,5,111
558,2022-01-01 00:00:00.000,16,11,211
559,2022-01-01 00:00:00.000,28,11,200
560,2022-01-01 00:00:00.000,140,5,113
561,2022-01-01 00:00:00.000,46,11,202
562,2022-01-01 00:00:00.000,166,5,93
563,2022-01-01 00:00:00.000,47,4,65
564,2022-01-01 00:00:00.000,177,4,43
565,2022-01-01 00:00:00.000,187,2,13
566,2022-01-01 00:00:00.000,120,10,176
567,2022-01-01 00:00:00.000,149,11,211
568,2022-01-01 00:00:00.000,28,11,215
569,2022-01-01 00:00:00.000,22,8,145
570,2022-01-01 00:00:00.000,190,5,87
571,2022-01-01 00:00:00.000,134,5,109
572,2022-01-01 00:00:00.000,18,7,134
573,2022-01-01 00:00:00.000,73,7,132
574,2022-01-01 00:00:00.000,186,11,217
575,2022-01-01 00:00:00.000,101,3,27
576,2022-01-01 00:00:00.000,6,2,12
577,2022-01-01 00:00:00.000,93,9,156
578,2022-01-01 00:00:00.000,169,10,182
579,2022-01-01 00:00:00.000,19,4,61
580,2022-01-01 00:00:00.000,157,11,203
581,2022-01-01 00:00:00.000,149,4,54
582,2022-01-01 00:00:00.000,175,5,78
583,2022-01-01 00:00:00.000,177,11,215
584,2022-02-01 00:00:00.000,153,8,154
585,2022-02-01 00:00:00.000,39,10,174
586,2022-02-01 00:00:00.000,86,11,219
587,2022-02-01 00:00:00.000,148,3,18
588,2022-02-01 00:00:00.000,86,8,149
589,2022-02-01 00:00:00.000,39,5,113
590,2022-02-01 00:00:00.000,73,5,87
591,2022-02-01 00:00:00.000,116,5,78
592,2022-02-01 00:00:00.000,39,9,168
593,2022-02-01 00:00:00.000,180,3,21
594,2022-02-01 00:00:00.000,7,1,1
595,2022-02-01 00:00:00.000,23,11,195
596,2022-02-01 00:00:00.000,185,6,123
597,2022-02-01 00:00:00.000,134,3,32
598,2022-02-01 00:00:00.000,184,9,162
599,2022-02-01 00:00:00.000,141,9,156
600,2022-02-01 00:00:00.000,29,4,43
601,2022-02-01 00:00:00.000,110,10,178
602,2022-02-01 00:00:00.000,113,7,129
603,2022-02-01 00:00:00.000,139,10,189
604,2022-02-01 00:00:00.000,63,7,139
605,2022-02-01 00:00:00.000,184,10,189
606,2022-02-01 00:00:00.000,86,10,187
607,2022-02-01 00:00:00.000,38,7,133
